,STATION,DATE,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPressureChange,HourlyRelativeHumidity,HourlyStationPressure,HourlyWindSpeed,cloud cover percentage,is_fire
314,72286903171,20170626125300,106.0,0.0,0.02,7.0,29.02,16.0,0.0,True
315,72286903171,20181018125300,86.0,0.0,0.08,13.0,29.11,0.0,0.0,False
316,72286903171,20210519125300,75.0,0.0,0.05,46.0,28.97,14.0,0.0,True
317,72286903171,20190502125300,78.0,0.0,0.06,35.0,29.05,9.0,0.875,False
318,72286903171,20191122125300,68.0,0.0,0.07,32.0,29.21,5.0,0.5,False
319,72286903171,20231026125300,72.0,0.0,0.05,50.0,29.08,7.0,0.5,False
320,72286903171,20180420125300,73.0,0.0,0.08,30.0,29.15,5.0,0.0,False
321,72286903171,20210914125300,92.0,0.0,0.06,11.0,29.0,9.0,0.0,False
322,72286903171,20230714125300,99.0,0.0,0.05,15.0,28.96,7.0,0.0,True
323,72286903171,20230515125300,82.0,0.0,0.04,46.0,29.13,14.0,0.0,True
324,72286903171,20180603125300,93.0,0.0,0.06,27.0,28.97,17.0,0.0,True
325,72286903171,20210720125300,95.0,0.0,0.07,24.0,29.05,14.0,0.0,True
326,72286903171,20191101125300,85.0,0.0,0.06,2.0,29.15,8.0,0.0,True
327,72286903171,20190721125300,94.0,0.0,0.04,27.0,29.0,9.0,0.0,False
328,72286903171,20190907125300,94.0,0.0,0.04,30.0,29.03,13.0,0.0,True
329,72286903171,20200911125300,93.0,0.0,0.07,9.0,29.05,3.0,0.0,False
330,72286903171,20170704125300,97.0,0.0,0.05,20.0,29.05,6.0,0.0,True
331,72286903171,20170614125300,93.0,0.0,0.03,21.0,28.95,14.0,0.0,False
332,72286903171,20160604125300,99.0,0.0,0.03,15.0,29.02,11.0,0.0,True
333,72286903171,20210524125300,91.0,0.0,0.05,10.0,29.05,0.0,0.0,True
334,72286903171,20181217125100,63.0,0.0,0.0,59.0,29.26,0.0,0.875,False
335,72286903171,20200626125300,89.0,0.0,0.04,33.0,28.98,11.0,0.0,True
